PORT CODE,DATE,IEC,HS CODE,GOODS DESCRIPTION,Master category,Model Name,Model Number,Capacity,Qty,Unit of measure,Price,Unit of measure2,QUANTITY,UNIT,UNIT PRICE_INR,TOTAL VALUE_INR,UNIT PRICE_USD,TOTAL VALUE_USD,DUTY PAID_INR,Grand Total_INR,Year,Main Category,Sub Category
INNSA1,2025-10-28,0301049751,73239990,TH5170 STEEL CUTLERY HOLDER (QTY:600 PCS/USD 2.03 PER PCS) TH5170 STEEL CUTLERY HOLDER (QTY:600 PCS/USD 2.03 PER PCS),STEEL,STEEL CUTLERY HOLDER,TH5170,600,600,PCS,,PCS,290,KGS,401.7253103,116500.34,4.529033938,1313.419842,32736.6,406.2543442,2025,Household Steel Items,Holder
INNSA1,2025-10-28,0301049751,73231000,8001-2 STEEL SCRUBBER 2PCS SET (QTY: 336000 SETS/USD 0.139 PER SETS)8001-2 STEEL SCRUBBER 2PCS SET (QTY: 336000 SETS/USD 0.139 P,STEEL,STEEL SCRUBBER 2PCS SET,8001-2,,336000,SETS,,SET,9800,KGS,440.6022184,4317901.74,4.967330534,48679.83923,1898149.5,445.5695489,2025,Steel Scrubbers,Scrubber
INNSA1,2025-10-23,0301049751,73239990,"MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 1,232 PCS/CNY:101 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 1,2",STEEL,STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020),RYX-02-020,,1232,PCS, ,PCS,4004,KGS,408.8936638,1637210.23,4.609849649,18457.83799,460056,413.5035135,2025,Household Steel Items,Cloth Stand
INNSA1,2025-10-13,0301049751,73239990,SB-12 STEEL TEA STRAINER BIG (QTY 6336 PCS/USD 0.973 PER PCS)SB-12 STEEL TEA STRAINER BIG (QTY 6336 PCS/USD 0.973 PER PCS,STEEL,STEEL TEA STRAINER BIG,SB-12,,6336,PCS,0.973,PCS,1548.8,KGS,378.4578448,586155.51,4.219151001,6534.62107,164709.7,382.6769958,2025,Household Steel Items,Tea Strainer
INNSA1,2025-10-13,0301049751,73239990,SB-12 STEEL TEA STRAINER BIG (QTY 43038 PCS/USD 0.9718 PER PCS)SB-12 STEEL TEA STRAINER BIG (QTY 43038 PCS/USD 0.9718 PER P,STEEL,STEEL TEA STRAINER BIG,SB-12,,43038,PCS,0.9718,PCS,10042.2,KGS,399.7396746,4014265.76,4.456406628,44752.12664,1128008.7,404.1960812,2025,Household Steel Items,Tea Strainer
INNSA1,2025-10-08,0301049751,73239990,STEEL HANGER WITH HOOK (SL-89) (QTY:70056 PCS/CNY:7.45 PER PCS)STEEL HANGER WITH HOOK (SL-89) (QTY:70056 PCS/:7.45,HANGER,HANGER WITH HOOK (SL-89),SL-89,70056,70056,PCS, ,PCS,15568,KGS,432.1581764,6727838.49,4.817816905,75003.77358,1890522.7,436.9759933,2025,Household Steel Items,Hanger
INNSA1,2025-10-06,0301049751,73239990,STEEL HANGER 10PCS SET (AM-969) (QTY: 480 SET/USD 0.819 PERSET)STEEL HANGER 10PCS SET (AM-969) (QTY: 480 SET/USD 0.819 PER,HANGER,HANGER 10PCS SET (AM-969),AM-969,,480,SET,0.819,SET,380,KGS,100.4420789,38167.99,1.119755618,425.5071349,10725.3,101.5618346,2025,Household Steel Items,Hanger
INNSA1,2025-10-01,0301049751,73239990,AM-967 STEEL FRUIT BASKET (QTY 400 PCS/USD 1.031 PER PCS) AM-967 STEEL FRUIT BASKET (QTY 400 PCS/USD 1.031 PER PCS),STEEL,STEEL FRUIT BASKET,AM-967,,400,PCS,1.031,PCS,460,KGS,85.37782609,39273.8,0.960920946,442.0236353,11036,86.33874703,2025,Household Steel Items,Basket
INNSA1,2025-10-01,0301049751,73239990,AM-966 STEEL FRUIT BASKET (QTY 400 PCS/USD 1.017 PER PCS) AM-966 STEEL FRUIT BASKET (QTY 400 PCS/USD 1.017 PER PCS),STEEL,STEEL FRUIT BASKET,AM-966,,400,PCS,1.017,PCS,310,KGS,124.9693226,38740.49,1.406520232,436.0212718,10886.1,126.3758428,2025,Household Steel Items,Basket
INNSA1,2025-10-01,0301049751,73239990,AM-965 STEEL SPOON & FORK HOLDER (QTY 480 PCS/USD 0.734 PERPCS)AM-965 STEEL SPOON & FORK HOLDER (QTY 480 PCS/USD 0.734 PER,STEEL,STEEL SPOON & FORK HOLDER,AM-965,,480,PCS,0.734,PCS,168,KGS,199.7157143,33552.24,2.247785192,377.6279122,9428.1,201.9634995,2025,Household Steel Items,Holder
INNSA1,2025-10-01,0301049751,73231000,8001-2 STEEL SCRUBBER 2 PCS SET (QTY 336000 SETS/USD 0.139 PER SETS)8001-2 STEEL SCRUBBER 2 PCS SET (QTY 336000 SETS/USD 0.139 P,STEEL,STEEL SCRUBBER 2 PCS SET,8001-2,,336000,SETS,0.139,SET,9800,KGS,456.1253898,4470028.82,5.13365661,50309.83478,1965024.7,461.2590464,2025,Steel Scrubbers,Scrubber
INNSA1,2025-09-27,0301049751,73231000,OKS-4156 STEEL SCRUBBER 6PCS SET (QTY: 93360 PCS /USD 0.228PER PCS)OKS-4156 STEEL SCRUBBER 6PCS SET (QTY: 93360 PCS /USD 0.228,STEEL,STEEL SCRUBBER 6PCS SET,OKS-4156,,93360,PCS, ,PCS,7496.03,KGS,263.5713784,1975738.96,2.966475841,22236.7919,868534.9,266.5378543,2025,Steel Scrubbers,Scrubber
INNSA1,2025-09-27,0301049751,73231000,8001-2 STEEL SCRUBBER 2PCS SET (QTY: 168000 SETS/USD 0.139 PER SETS)8001-2 STEEL SCRUBBER 2PCS SET (QTY: 168000 SETS/USD 0.139 P,STEEL,STEEL SCRUBBER 2PCS SET,8001-2,,168000,SETS,0.139,SET,4900,KGS,442.0729367,2166157.39,4.975497318,24379.93686,952242.8,447.0484341,2025,Steel Scrubbers,Scrubber
INNSA1,2025-09-24,0301049751,73239990,AM-321 STEEL DRAINER (QTY:28752 PCS/USD 0.7050 PER PCS) AM-321 STEEL DRAINER (QTY:28752 PCS/USD 0.7050 PER PCS),STEEL,STEEL DRAINER,AM-321,28752,28752,PCS,0.7050,PCS,3953.4,KGS,492.7319699,1947966.57,5.545660889,21924.21576,547378.6,498.2776308,2025,Household Steel Items,Other
INNSA1,2025-09-24,0301049751,73239990,HOUSEHOLD STEEL HOOK 3PCS SET (2628) (QTY: 166608 SET/USD 0.36 PER SET)HOUSEHOLD STEEL HOOK 3PCS SET (2628) (QTY: 166608 SET/USD 0.,STEEL,STEEL HOOK 3PCS SET (2628),2628,,166608,SET,0.36,SET,5646.16,KGS,971.5058004,5485277.19,10.93422398,61736.37805,1541362.8,982.4400244,2025,Household Steel Items,Other
INNSA1,2025-09-24,0301049751,73239990,NP-55 STEEL TEA STRAINER (QTY:50400 PCS/USD 0.2710 PER PCS) NP-55 STEEL TEA STRAINER (QTY:50400 PCS/USD 0.2710 PER PCS),STEEL,STEEL TEA STRAINER,NP-55,50400,50400,PCS,0.2710,PCS,2310,KGS,568.2142554,1312574.93,6.395208277,14772.93112,368833.6,574.6094637,2025,Household Steel Items,Tea Strainer
INNSA1,2025-09-24,0301049751,73239990,"HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY:55,296 SET/USD:0.24 PER SET)HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY:55,296 SET/USD:0.2",STEEL,STEEL HOOK 3PCS SET (3888),3888,55296,55296,SET, ,SET,1843.2,KGS,689.9043023,1271631.61,7.76482051,14312.11716,357328.4,697.6691228,2025,Household Steel Items,Other
INNSA1,2025-09-24,0301049751,73239990,SB-12 STEEL TEA STRAINER BIG (QTY:1026 PCS/USD 0.9770 PER PCS)SB-12 STEEL TEA STRAINER BIG (QTY:1026 PCS/USD 0.9770 PER PC,STEEL,STEEL TEA STRAINER BIG,SB-12,1026,1026,PCS,0.9770,PCS,250.8,KGS,384.0942584,96330.84,4.322951698,1084.196286,27069,388.4172101,2025,Household Steel Items,Tea Strainer
INNSA1,2025-09-24,0301049751,73239990,HOUSEHOLD STEEL HOOK 3 PCS SET (2628) (QTY:432 SET/USD:0.360PER SET)HOUSEHOLD STEEL HOOK 3 PCS SET (2628) (QTY:432 SET/USD:0.360,STEEL,STEEL HOOK 3 PCS SET (2628),2628,432,432,SET, ,SET,14.64,KGS,987.6775956,14459.6,11.1162363,162.7416995,4063.1,998.7938319,2025,Household Steel Items,Other
INNSA1,2025-09-23,0301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 1232 PCS/CNY 101 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 123,STEEL,STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020),RYX-02-020,,1232,PCS, ,PCS,4004,KGS,434.3341334,1739073.87,4.888397674,19573.14429,488679.8,439.222531,2025,Household Steel Items,Cloth Stand
INNSA1,2025-09-23,0301049751,73239990,H2740 STEEL CUTLERY HOLDER (QTY:24960 PCS/ USD 1.46 PER PCS) H2740 STEEL CUTLERY HOLDER (QTY:24960 PCS/ USD 1.46 PER PCS),STEEL,STEEL CUTLERY HOLDER,H2740,24960,24960,PCS,1.46,PCS,9776,KGS,347.6034667,3398171.49,3.912250609,38246.16196,954886.2,351.5157173,2025,Household Steel Items,Holder
INNSA1,2025-09-23,0301049751,73239990,H2740 STEEL CUTLERY HOLDER (QTY:24960 PCS/ USD 1.46 PER PCS)H2740 STEEL CUTLERY HOLDER (QTY:24960 PCS/ USD 1.46 PER PCS,STEEL,STEEL CUTLERY HOLDER,H2740,24960,24960,PCS,1.46,PCS,9776,KGS,347.6034186,3398171.02,3.912250068,38246.15667,954886,351.5156686,2025,Household Steel Items,Holder
INNSA1,2025-09-20,0301049751,73239990,HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY:153600 SET/USD:0.24 PER SET)HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY:153600 SET/USD:0.2,STEEL,STEEL HOOK 3PCS SET (3888),3888,153600,153600,SET, ,SET,5120,KGS,660.8427539,3383514.9,7.437734991,38081.20315,1239719.9,668.2804889,2025,Household Steel Items,Other
INNSA1,2025-09-10,0301049751,73239990,"MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY:1,232 PCS/CNY:101.00 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY:1,23",STEEL,STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020),RYX-02-020,1232,1232,PCS, ,PCS,4004,KGS,427.8509965,1713115.39,4.807314567,19248.48753,627685.5,432.6583111,2025,Household Steel Items,Cloth Stand
INNSA1,2025-09-09,0301049751,73239990,STEEL BASKET BIG (SY-845-4) (QTY:800 PCS/USD:0.9710 PER PCS) STEEL BASKET BIG (SY-845-4) (QTY:800 PCS/USD:0.9710 PER PCS),BASKET,BASKET BIG (SY-845-4),SY-845-4,800,800,PCS, ,PCS,150,KGS,499.2998,74894.97,5.610110112,841.5165169,27441.5,504.9099101,2025,Household Steel Items,Basket
INNSA1,2025-09-05,0301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-026-3S) (QTY:1696 PCS/CNY: 81.50 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-026-3S) (QTY,STEEL,STEEL MULTI FUNCTION CLOTH STAND (RYX-02-026-3S),RYX-02-026-3S,1696,1696,PCS, ,PCS,6614.4,KGS,308.044063,2037526.65,3.461169247,22893.55787,746549.7,311.5052322,2025,Household Steel Items,Cloth Stand
INNSA1,2025-09-02,0301049751,73239990,SB-12 STEEL TEA STRAINER BIG (QTY:4842 PCS/USD 0.977 PER PCS)SB-12 STEEL TEA STRAINER BIG (QTY:4842 PCS/USD 0.977 PER PCS,STEEL,STEEL TEA STRAINER BIG,SB-12,4842,4842,PCS,0.977,PCS,1183.6,KGS,381.6843697,451761.62,4.342256766,5139.495108,165525.4,386.0266265,2025,Household Steel Items,Tea Strainer
INNSA1,2025-09-02,0301049751,73239990,SY-845-4 STEEL BASKET BIG (QTY 37200 PCS/USD 0.9691 PER PCS) SY-845-4 STEEL BASKET BIG (QTY 37200 PCS/USD 0.9691 PER PCS),STEEL,STEEL BASKET BIG,SY-845-4,,37200,PCS,0.9691,PCS,6975,KGS,506.1900172,3530675.37,5.758703267,40166.95529,1293639.5,511.9487205,2025,Household Steel Items,Basket
INNSA1,2025-09-02,0301049751,73239990,NP-55 STEEL TEA STRAINER (QTY:50400 PCS/USD 0.270 PER PCS) NP-55 STEEL TEA STRAINER (QTY:50400 PCS/USD 0.270 PER PCS),STEEL,STEEL TEA STRAINER,NP-55,50400,50400,PCS,0.270,PCS,2310,KGS,562.5649134,1299524.95,6.400055898,14784.12912,476146,568.9649693,2025,Household Steel Items,Tea Strainer
INNSA1,2025-09-02,0301049751,73239990,AM-321 STEEL DRAINER (QTY:21648 PCS/USD 0.702 PER PCS) AM-321 STEEL DRAINER (QTY:21648 PCS/USD 0.702 PER PCS),STEEL,STEEL DRAINER,AM-321,21648,21648,PCS,0.702,PCS,2976.6,KGS,487.5564066,1451260.4,5.546716799,16510.35722,531741.8,493.1031234,2025,Household Steel Items,Other
INNSA1,2025-08-30,0301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 36180 PC/USD 0.446 PER PC) STEEL SALT BOTTLE (NP-19) (QTY: 36180 PC/USD 0.446 PER PC),SALT,SALT BOTTLE (NP-19),NP-19,,36180,PC,0.446,PCS,5628,KGS,271.1943106,1526281.58,3.085259506,17363.8405,559229.5,274.2795701,2025,Household Steel Items,Other
INNSA1,2025-08-29,0301049751,73231000,"STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 SET/USD:0.228PER SET)STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 SET/USD:0.228",SCRUBBER,SCRUBBER 6PCS SET (OKS-4156),OKS-4156,98400,98400,SET, ,SET,8856,KGS,242.0626457,2143706.79,2.753841248,24388.01809,942373.5,244.8164869,2025,Steel Scrubbers,Scrubber
INNSA1,2025-08-23,0301049751,73231000,STEEL SCRUBBER (8001-12) (QTY:263520 PCS/USD:0.078 PER PCS) STEEL SCRUBBER (8001-12) (QTY:263520 PCS/USD:0.078 PER PCS),SCRUBBER,SCRUBBER (8001-12),8001-12,263520,263520,PCS, ,PCS,4758,KGS,399.7661097,1902087.15,4.547964843,21639.21672,836157.4,404.3140746,2025,Steel Scrubbers,Scrubber
INNSA1,2025-08-23,0301049751,73231000,STEEL SCRUBBER 6 PCS SET (GT001) (QTY:1260 PCS/USD:0.238 PERPCS)STEEL SCRUBBER 6 PCS SET (GT001) (QTY:1260 PCS/USD:0.238 PER,SCRUBBER,SCRUBBER 6 PCS SET (GT001),GT001,1260,1260,PCS, ,PCS,180,KGS,154.1690556,27750.43,1.75391417,315.7045506,12199.1,155.9229697,2025,Steel Scrubbers,Scrubber
INNSA1,2025-08-20,0301049751,73239990,STEEL SPRINKLER (AM-430) (QTY: 30072 PCS/USD 0.578 PER PCS) STEEL SPRINKLER (AM-430) (QTY: 30072 PCS/USD 0.578 PER PCS),SPRINKLER,SPRINKLER (AM-430),AM-430,,30072,PCS,0.578,PCS,5012,KGS,326.0750738,1634288.27,3.680305574,18445.69153,598803.3,329.7553794,2025,Household Steel Items,Sprinkler
INNSA1,2025-08-20,0301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 36000 PCS/USD 0.445 PER PCS) STEEL SALT BOTTLE (NP-19) (QTY: 36000 PCS/USD 0.445 PER PCS),SALT,SALT BOTTLE (NP-19),NP-19,,36000,PCS,0.445,PCS,5600,KGS,268.9756429,1506263.6,3.03584247,17000.71783,551895,272.0114853,2025,Household Steel Items,Other
INNSA1,2025-08-16,0301049751,73231000,"STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 SET/USD:0.228PER SET)STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 SET/USD:0.228",SCRUBBER,SCRUBBER 6PCS SET (OKS-4156),OKS-4156,98400,98400,SET, ,SET,8856,KGS,235.9864363,2089895.88,2.663503796,23587.98962,918718.2,238.6499401,2025,Steel Scrubbers,Scrubber
INNSA1,2025-08-07,0301049751,73239990,STEEL BASKET SQUARE (SY-845-6) (QTY: 4400 PCS/USD 0.702 PERPCS)STEEL BASKET SQUARE (SY-845-6) (QTY: 4400 PCS/USD 0.702 PER,BASKET,BASKET SQUARE (SY-845-6),SY-845-6,,4400,PCS,0.702,PCS,660,KGS,436.1330455,287847.81,5.024574256,3316.219009,105467.5,441.1576198,2025,Household Steel Items,Basket
INNSA1,2025-08-01,0301049751,73231000,STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:336000 SET/USD:0.139PER SET)STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:336000 SET/USD:0.139,SCRUBBER,SCRUBBER 2 PCS SET (8001-2),8001-2,336000,336000,SET, ,SET,9800,KGS,438.0730643,4293116.03,5.046924704,49459.8621,1887253.8,443.119989,2025,Steel Scrubbers,Scrubber
INNSA1,2025-07-29,0301049751,73239990,"STEEL TEA STRAINER BIG (SB-12) (QTY:1,332 PCS/USD:0.973 PERPCS)STEEL TEA STRAINER BIG (SB-12) (QTY:1,332 PCS/USD:0.973 PER",TEA,TEA STRAINER BIG (SB-12),SB-12,1332,1332,PCS, ,PCS,325.6,KGS,371.7940418,121056.14,4.283341495,1394.655991,44354.9,376.0773833,2025,Household Steel Items,Tea Strainer
INNSA1,2025-07-29,0301049751,73239990,"STEEL TEA STRAINER (NP-55) (QTY:1,00,800 PCS/USD:0.269 PER PCS)STEEL TEA STRAINER (NP-55) (QTY:1,00,800 PCS/USD:0.269 PER P",TEA,TEA STRAINER (NP-55),NP-55,100800,100800,PCS, ,PCS,4620,KGS,548.2002857,2532685.32,6.315671494,29178.4023,927975.9,554.5159572,2025,Household Steel Items,Tea Strainer
INNSA1,2025-07-28,0301049751,73239990,"STEEL BASKET SQUARE (SY-845-6) (QTY: 82,800 PCS/USD:0.7012 PCS)STEEL BASKET SQUARE (SY-845-6) (QTY: 82,800 PCS/USD:0.7012 P",BASKET,BASKET SQUARE (SY-845-6),SY-845-6,,82800,PCS, ,PCS,12006,KGS,448.1221789,5380154.88,5.162697914,61983.35115,1971288.8,453.2848768,2025,Household Steel Items,Basket
INNSA1,2025-07-23,0301049751,73239990,STEEL CUTLERY HOLDER (H2740) (QTY: 24960 NOS/USD 1.55 PER NOS)STEEL CUTLERY HOLDER (H2740) (QTY: 24960 NOS/USD 1.55 PER NO,CUTLERY,CUTLERY HOLDER (H2740),H2740,,24960,NOS,1.55,PCS,9776,KGS,361.08518,3529968.72,4.159967512,40667.8424,1293380.5,365.2451475,2025,Household Steel Items,Holder
INNSA1,2025-07-22,0301049751,73231000,STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:168000 SETS/USD:0.139PER PCS)STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:168000 SETS/USD:0.139,SCRUBBER,SCRUBBER 2 PCS SET (8001-2),8001-2,168000,168000,SETS, ,SET,4900,KGS,448.6994878,2198627.49,5.169348937,25329.80979,966516.6,453.8688367,2025,Steel Scrubbers,Scrubber
INNSA1,2025-07-17,0301049751,73239990,STEEL SPRINKLER (AM-430) (QTY: 2880 PCS/USD 0.579 PER PCS) STEEL SPRINKLER (AM-430) (QTY: 2880 PCS/USD 0.579 PER PCS),SPRINKLER,SPRINKLER (AM-430),AM-430,,2880,PCS,0.579,PCS,528,KGS,297.1403977,156890.13,3.447104382,1820.071114,57484.5,300.5875021,2025,Household Steel Items,Sprinkler
INNSA1,2025-07-17,0301049751,73239990,STEEL HAND BLENDER (SR-13) (QTY: 540 PCS/USD 0.337 PER PCS) STEEL HAND BLENDER (SR-13) (QTY: 540 PCS/USD 0.337 PER PCS),HAND,HAND BLENDER (SR-13),SR-13,,540,PCS,0.337,PCS,33,KGS,518.8409091,17121.75,6.019036068,198.6281903,6273.4,524.8599452,2025,Household Steel Items,Other
INNSA1,2025-07-17,0301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 6624 PCS/USD 0.446 PER PCS) STEEL SALT BOTTLE (NP-19) (QTY: 6624 PCS/USD 0.446 PER PCS),SALT,SALT BOTTLE (NP-19),NP-19,,6624,PCS,0.446,PCS,1030.4,KGS,269.7573564,277957.98,3.129435689,3224.570534,101843.9,272.8867921,2025,Household Steel Items,Other
INNSA1,2025-07-17,0301049751,73239390,STEEL FILTER BALL WITH CHAIN (SR-10) (QTY: 540 PCS/USD 0.258PER PCS)STEEL FILTER BALL WITH CHAIN (SR-10) (QTY: 540 PCS/USD 0.25,FILTER,FILTER BALL WITH CHAIN (SR-10),SR-10,,540,PCS, ,PCS,12,KGS,1087.744167,13052.93,12.61884184,151.4261021,4782.7,1100.363009,2025,Kitchen Filters,Other
INNSA1,2025-07-16,0301049751,73239990,STEEL HANGER WITH HOOK (SL-89) (QTY: 70056 PCS/CNY 7.45 PERPCS)STEEL HANGER WITH HOOK (SL-89) (QTY: 70056 PCS/CNY 7.45 PER,HANGER,HANGER WITH HOOK (SL-89),SL-89,,70056,PCS, ,PCS,15568,KGS,416.9154856,6490540.28,4.836606562,75296.29095,2378134,421.7520922,2025,Household Steel Items,Hanger
INNSA1,2025-07-15,0301049751,73239390,STEEL INFUSER (SR-20) (QTY: 360 PCS/USD 0.743 PER PCS) STEEL INFUSER (SR-20) (QTY: 360 PCS/USD 0.743 PER PCS),INFUSER,INFUSER (SR-20),SR-20,,360,PCS,0.743,PCS,15,KGS,1678.824667,25182.37,19.47592421,292.1388631,9226.8,1698.300591,2025,Kitchen Filters,Other
INNSA1,2025-07-15,0301049751,73239990,"MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY:1,232 PCS/ CNY:101 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY:1,23",STEEL,STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020),RYX-02-020,1232,1232,PCS, ,PCS,4004,KGS,424.5167807,1699765.19,4.924788639,19718.85371,622793.9,429.4415694,2025,Household Steel Items,Cloth Stand
INNSA1,2025-07-10,0301049751,73239990,SB-12 STEEL TEA STRAINER BIG (QTY:44226 PCS/USD 0.975 PER PCS)SB-12 STEEL TEA STRAINER BIG (QTY:44226 PCS/USD 0.975 PER PC,STEEL,STEEL TEA STRAINER BIG,SB-12,44226,44226,PCS,0.975,PCS,10810.8,KGS,394.9527121,4269754.78,4.581818006,49533.1181,1564438.2,399.5345301,2025,Household Steel Items,Tea Strainer
INNSA1,2025-07-02,0301049751,73231000,"STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 PCS/USD:0.228PER PCS)STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 PCS/USD:0.228",SCRUBBER,SCRUBBER 6PCS SET (OKS-4156),OKS-4156,98400,98400,PCS, ,PCS,9151,KGS,237.4236783,2172664.08,2.708769861,24787.95299,955103.1,240.1324481,2025,Steel Scrubbers,Scrubber
INNSA1,2025-06-28,0301049751,73231000,STEEL SCRUBBER 2PCS SET (8001-2) (QTY: 168000 SET/USD 0.142PER SET)STEEL SCRUBBER 2PCS SET (8001-2) (QTY: 168000 SET/USD 0.142,SCRUBBER,SCRUBBER 2PCS SET (8001-2),8001-2,,168000,SET, ,SET,4900,KGS,468.819102,2297213.6,5.348763286,26208.9401,1009855.1,474.1678653,2025,Steel Scrubbers,Scrubber
INNSA1,2025-06-27,0301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 1232 PCS/CNY 101 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY: 123,STEEL,STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020),RYX-02-020,,1232,PCS, ,PCS,4004,KGS,431.5472852,1727915.33,4.923528639,19713.80867,633108.2,436.4708138,2025,Household Steel Items,Cloth Stand
INNSA1,2025-06-25,0301049751,73239990,STEEL SPRINKLER (AM-430) (QTY:528 PCS/USD:0.5776 PER PCS) STEEL SPRINKLER (AM-430) (QTY:528 PCS/USD:0.5776 PER PCS),SPRINKLER,SPRINKLER (AM-430),AM-430,528,528,PCS, ,PCS,96.8,KGS,317.7392562,30757.16,3.625091343,350.908842,11269.4,321.3643475,2025,Household Steel Items,Sprinkler
INNSA1,2025-06-25,0301049751,73239990,STEEL CUTLERY HOLDER (H2740) (QTY:24960 NOS/USD:1.55 PER PCS)STEEL CUTLERY HOLDER (H2740) (QTY:24960 NOS/USD:1.55 PER PCS,CUTLERY,CUTLERY HOLDER (H2740),H2740,24960,24960,NOS, ,PCS,9776,KGS,367.9828744,3597400.58,4.198321442,41042.79042,1318087.6,372.1811958,2025,Household Steel Items,Holder
INNSA1,2025-06-23,0301049751,73239990,STEEL SPRINKLER (AM-430) (QTY: 76968 PCS/USD 0.578 PER PCS) STEEL SPRINKLER (AM-430) (QTY: 76968 PCS/USD 0.578 PER PCS),SPRINKLER,SPRINKLER (AM-430),AM-430,,76968,PCS,0.578,PCS,14110.8,KGS,297.680578,4200511.1,3.39624162,47923.68625,1539067.2,301.0768196,2025,Household Steel Items,Sprinkler
INNSA1,2025-06-23,0301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 44100 PCS/USD 0.445 PER PCS) STEEL SALT BOTTLE (NP-19) (QTY: 44100 PCS/USD 0.445 PER PCS),SALT,SALT BOTTLE (NP-19),NP-19,,44100,PCS,0.445,PCS,6860,KGS,270.1087026,1852945.7,3.081673732,21140.2818,678919.3,273.1903763,2025,Household Steel Items,Other
INNSA1,2025-06-10,0301049751,73231000,STEEL SCRUBBER 2PCS SET (8001-2) (QTY: 168000 SET/USD 0.142PER SET)STEEL SCRUBBER 2PCS SET (8001-2) (QTY: 168000 SET/USD 0.142,SCRUBBER,SCRUBBER 2PCS SET (8001-2),8001-2,,168000,SET, ,SET,4900,KGS,459.5766673,2251925.67,5.297713745,25958.79735,989946.5,464.8743811,2025,Steel Scrubbers,Scrubber
INNSA1,2025-06-05,0301049751,73239990,STEEL TEA STRAINER BIG (SB-12) (QTY:12600 PCS/USD:0.986 PERPCS)STEEL TEA STRAINER BIG (SB-12) (QTY:12600 PCS/USD:0.986 PER,TEA,TEA STRAINER BIG (SB-12),SB-12,12600,12600,PCS, ,PCS,3080,KGS,372.7360032,1148026.89,4.314074112,13287.34826,420637,377.0500774,2025,Household Steel Items,Tea Strainer
INNSA1,2025-06-05,0301049751,73239990,"STEEL DRAINER (AM-321) (QTY:50,856 PCS/USD:0.712 PER PCS) STEEL DRAINER (AM-321) (QTY:50,856 PCS/USD:0.712 PER PCS)",DRAINER,DRAINER (AM-321),AM-321,50856,50856,PCS, ,PCS,6357,KGS,526.3499906,3346006.89,6.09201378,38726.9316,1225976.9,532.4420043,2025,Household Steel Items,Other
INNSA1,2025-06-05,0301049751,73239990,HOUSEHOLD STEEL HOOK 3PCS SET (2628) (QTY:1332 PKT/USD:0.370PER PKT)HOUSEHOLD STEEL HOOK 3PCS SET (2628) (QTY:1332 PKT/USD:0.370,STEEL,STEEL HOOK 3PCS SET (2628),2628,1332,1332,PKT, ,PACK,45.14,KGS,985.6595038,44492.67,11.40809611,514.9614583,16302.1,997.0675999,2025,Household Steel Items,Other
INNSA1,2025-06-05,0301049751,73239990,STEEL TEA STRAINER (NP-55) (QTY:50400 PCS/USD:0.277 PER PCS) STEEL TEA STRAINER (NP-55) (QTY:50400 PCS/USD:0.277 PER PCS),TEA,TEA STRAINER (NP-55),NP-55,50400,50400,PCS, ,PCS,2310,KGS,558.473974,1290074.88,6.463819144,14931.42222,472683.5,564.9377932,2025,Household Steel Items,Tea Strainer
